ANTALL,STATUS_KODE,REGISTRERT
2975,MANUELL BEHANDLING,2019-03-12
44,AVVIST,2019-03-15
11136,OK,2019-03-08
2721,MANUELL BEHANDLING,2019-03-08
37,AVVIST,2018-06-28
3800,MANUELL BEHANDLING,2019-03-04
34,AVVIST,2019-03-06
29,AVVIST,2018-01-26
2941,MANUELL BEHANDLING,2019-04-26
54,AVVIST,2019-04-25
40,AVVIST,2018-02-06
2484,MANUELL BEHANDLING,2019-05-09
2771,MANUELL BEHANDLING,2019-05-07
40,AVVIST,2019-05-07
37,AVVIST,2018-08-01
1747,MANUELL BEHANDLING,2018-08-02
1610,MANUELL BEHANDLING,2018-07-23
9409,OK,2019-05-15
2421,MANUELL BEHANDLING,2019-05-15
42,AVVIST,2018-03-08
3148,MANUELL BEHANDLING,2018-11-30
38,AVVIST,2019-07-31
3737,MANUELL BEHANDLING,2018-01-08
12103,OK,2018-01-09
3247,MANUELL BEHANDLING,2018-01-09
2935,MANUELL BEHANDLING,2018-01-10
39,AVVIST,2018-11-01
186,OK,2018-07-01
2373,MANUELL BEHANDLING,2019-06-20
2322,MANUELL BEHANDLING,2019-06-19
9314,OK,2019-06-21
53,AVVIST,2018-01-31
64,AVVIST,2018-11-29
9140,OK,2019-05-10
49,AVVIST,2019-05-21
12095,OK,2018-03-02
13665,OK,2018-03-01
7172,OK,2018-08-16
2124,MANUELL BEHANDLING,2018-08-16
12626,OK,2018-08-13
10800,OK,2018-12-11
10019,OK,2018-12-05
3258,MANUELL BEHANDLING,2019-01-29
12808,OK,2019-01-30
10880,OK,2018-02-07
2679,MANUELL BEHANDLING,2018-12-12
10124,OK,2018-01-24
52,AVVIST,2019-04-26
41,AVVIST,2019-07-25
55,AVVIST,2019-01-29
3626,MANUELL BEHANDLING,2019-01-31
17562,OK,2018-01-22
3276,MANUELL BEHANDLING,2018-01-22
64,MANUELL BEHANDLING,2018-12-29
104,MANUELL BEHANDLING,2018-11-11
72,AVVIST,2018-11-12
2734,MANUELL BEHANDLING,2018-11-13
1611,OK,2018-11-10
2501,MANUELL BEHANDLING,2018-09-26
53,AVVIST,2018-01-09
1,MANUELL BEHANDLING,2019-11-18
3086,MANUELL BEHANDLING,2018-12-04
12689,OK,2019-08-05
7975,OK,2019-08-06
8833,OK,2018-10-17
2297,MANUELL BEHANDLING,2018-10-11
14676,OK,2018-05-07
3003,MANUELL BEHANDLING,2018-05-07
102,MANUELL BEHANDLING,2018-05-21
2711,MANUELL BEHANDLING,2019-06-12
14481,OK,2019-06-11
2506,MANUELL BEHANDLING,2018-09-18
9281,OK,2018-05-25
9055,OK,2018-05-24
11041,OK,2018-01-12
9164,OK,2018-11-21
43,AVVIST,2018-03-21
2,AVVIST,2018-09-01
78,MANUELL BEHANDLING,2018-09-02
29,AVVIST,2018-10-12
25,AVVIST,2018-02-22
80,MANUELL BEHANDLING,2018-03-25
2816,MANUELL BEHANDLING,2018-03-23
2491,MANUELL BEHANDLING,2018-08-06
60,AVVIST,2018-08-06
10476,OK,2019-03-27
72,AVVIST,2019-03-25
8758,OK,2018-04-11
2861,MANUELL BEHANDLING,2018-05-04
1803,MANUELL BEHANDLING,2018-05-11
78,MANUELL BEHANDLING,2018-05-06
49,AVVIST,2018-02-15
5584,OK,2019-08-28
1387,MANUELL BEHANDLING,2019-08-28
1647,MANUELL BEHANDLING,2018-07-09
51,MANUELL BEHANDLING,2018-07-15
5189,OK,2019-04-16
49,AVVIST,2018-10-24
52,AVVIST,2019-02-14
2,AVVIST,2018-12-29
4593,OK,2018-07-11
14102,OK,2018-04-23
2267,MANUELL BEHANDLING,2019-05-24
62,AVVIST,2019-02-08
3552,MANUELL BEHANDLING,2019-04-01
10946,OK,2019-04-02
11988,OK,2019-08-19
57,AVVIST,2019-08-19
65,AVVIST,2018-09-10
2661,MANUELL BEHANDLING,2019-01-18
47,AVVIST,2019-01-11
43,AVVIST,2018-08-31
2,AVVIST,2019-06-15
2490,MANUELL BEHANDLING,2019-06-05
99,MANUELL BEHANDLING,2019-06-16
54,AVVIST,2019-02-22
38,AVVIST,2018-07-03
2400,MANUELL BEHANDLING,2018-04-20
67,MANUELL BEHANDLING,2018-02-10
2143,MANUELL BEHANDLING,2018-06-07
12990,OK,2019-05-02
4396,OK,2018-07-18
43,MANUELL BEHANDLING,2018-07-14
61,AVVIST,2019-04-10
65,MANUELL BEHANDLING,2019-01-19
53,AVVIST,2018-06-01
121,OK,2018-05-05
68,AVVIST,2018-02-27
55,AVVIST,2018-10-04
36,MANUELL BEHANDLING,2018-07-07
1,AVVIST,2019-12-06
1,MANUELL BEHANDLING,2019-09-25
178,OK,2019-06-22
2312,MANUELL BEHANDLING,2019-06-24
97,MANUELL BEHANDLING,2019-07-07
35,AVVIST,2019-07-08
5477,OK,2019-07-09
43,AVVIST,2018-02-23
175,OK,2018-02-24
130,MANUELL BEHANDLING,2018-02-25
6794,OK,2019-08-07
103,MANUELL BEHANDLING,2019-08-11
90,MANUELL BEHANDLING,2018-04-22
3,OK,2019-11-22
1,AVVIST,2018-05-20
128,OK,2018-04-21
102,OK,2018-08-25
184,OK,2019-04-06
61,MANUELL BEHANDLING,2019-04-06
1148,MANUELL BEHANDLING,2019-06-28
39,AVVIST,2019-06-27
53,AVVIST,2019-06-26
116,OK,2018-08-18
5,OK,2019-09-30
186,OK,2018-12-08
86,AVVIST,2018-10-29
3,AVVIST,2018-03-25
47,AVVIST,2019-03-01
27,AVVIST,2019-08-22
23,AVVIST,2018-07-06
2853,OK,2019-09-10
153,OK,2018-07-22
51,MANUELL BEHANDLING,2018-07-21
4571,OK,2018-07-19
34,AVVIST,2018-07-19
49,AVVIST,2019-01-22
158,OK,2018-06-23
40,AVVIST,2019-09-03
174,OK,2019-04-13
298,OK,2019-02-24
134,OK,2018-06-09
31,AVVIST,2018-09-11
216,OK,2018-09-09
180,OK,2019-05-18
242,OK,2018-12-16
12852,OK,2019-05-29
245,OK,2018-09-16
1,AVVIST,2019-06-16
1,AVVIST,2018-09-23
132,OK,2018-07-07
51,AVVIST,2019-06-25
3,AVVIST,2018-10-14
140,OK,2019-08-03
60,MANUELL BEHANDLING,2019-08-03
321,OK,2019-01-27
66,OK,2019-06-29
26,MANUELL BEHANDLING,2019-06-29
1,AVVIST,2018-10-07
1,AVVIST,2018-08-11
43,OK,2018-02-18
1,AVVIST,2018-07-22
5,AVVIST,2019-03-30
3,AVVIST,2018-12-30
1,AVVIST,2018-12-16
1,AVVIST,2018-07-29
64,AVVIST,2019-06-04
3,AVVIST,2018-11-04
2,AVVIST,2019-02-24
2,OK,2019-10-31
2,AVVIST,2018-11-03
16,OK,2019-05-11
2,AVVIST,2019-05-30
2,OK,2019-09-16
169,OK,2019-05-04
1,MANUELL BEHANDLING,2019-12-03
1,AVVIST,2019-04-22
1,AVVIST,2019-03-31
2,AVVIST,2019-07-06
1,MANUELL BEHANDLING,2019-09-17
2,AVVIST,2019-01-27
